Target,gene
SF3B6,NCBP1
PCBP2,NCBP1
ELL,NCBP1
NELFCD,NCBP1
PHF5A,NCBP1
RBMX,NCBP1
HNRNPR,SRSF6
POLR2B,SRSF6
POLR2C,SRSF6
SRSF5,SRSF6
SRSF4,SRSF6
HNRNPU,SRSF6
HNRNPF,SRSF6
SNRNP200,SRSF6
SF3A1,SRSF6
HNRNPA1,SRSF6
HNRNPK,SRSF6
NCBP2,SRSF6
SRSF7,SRSF6
POLR2A,SRSF6
POLR2H,SRSF6
HNRNPM,SRSF6
SF3A2,SRSF6
SNRPB2,SRSF6
DDX23,SRSF6
GTF2F2,SRSF6
POLR2F,SRSF6
HNRNPH1,SRSF6
SNRPD3,SRSF6
PRPF4,SRSF6
POLR2J,SRSF6
POLR2I,SRSF6
PCBP1,SRSF6
SNU13,SRSF6
SRSF11,SRSF6
SF3A3,SRSF6
SNRPF,SRSF6
POLR2G,SRSF6
HNRNPH2,SRSF6
HNRNPA0,SRSF6
SNRPD2,SRSF6
SRRM1,SRSF6
CPSF3,SRSF6
PRPF6,SRSF6
SNRNP70,SRSF6
ALYREF,SRSF6
HNRNPL,SRSF6
CPSF1,SRSF6
ENSG00000111987,SRSF6
SNRPA1,SRSF6
HNRNPC,SRSF6
PAPOLA,SRSF6
SF3B1,SRSF6
NFX1,SRSF6
EFTUD2,SRSF6
CDC40,SRSF6
CSTF2,SRSF6
POLR2D,SRSF6
SNRPB,SRSF6
SF3B2,SRSF6
SF3B3,SRSF6
DHX9,SRSF6
CSTF1,SRSF6
HNRNPA2B1,SRSF6
SNRPA,SRSF6
PTBP1,SRSF6
SREK1,SRSF6
SRPK1,SRSF6
POLR2L,SRSF6
SNRPG,SRSF6
POLR2E,SRSF6
SNRPD1,SRSF6
SRSF2,SRSF6
CD2BP2,SRSF6
SF3B4,SRSF6
RBM5,SRSF6
YBX1,SRSF6
CPSF7,SRSF6
SRSF3,SRSF6
HNRNPUL1,SRSF6
PABPN1,SRSF6
POLR2K,SRSF6
PCF11,SRSF6
TXNL4A,SRSF6
SRSF1,SRSF6
SRSF9,SRSF6
HNRNPD,SRSF6
CPSF2,SRSF6
SF3B5,SRSF6
NUDT21,SRSF6
CCAR1,SRSF6
CASKIN1,SRSF6
CLP1,SRSF6
FUS,SRSF6
APOBEC1,SRSF6
DHX38,SRSF6
HNRNPA3,SRSF6
U2AF1,SRSF6
SMC1A,SRSF6
GTF2F1,SRSF6
U2AF2,SRSF6
NXF1,SRSF6
SF3B6,SRSF6
PCBP2,SRSF6
PHF5A,SRSF6
RBMX,SRSF6
NCBP1,SRSF6
TAF12,TAF5L
TAF4,TAF5L
TAF6,TAF5L
AK6,TAF5L
TAF5,TAF5L
SF3B3,TAF5L
TAF10,TAF5L
HNRNPR,MAGOH
POLR2B,MAGOH
POLR2C,MAGOH
SRSF5,MAGOH
SRSF4,MAGOH
HNRNPU,MAGOH
HNRNPF,MAGOH
SNRNP200,MAGOH
SF3A1,MAGOH
HNRNPA1,MAGOH
HNRNPK,MAGOH
NCBP2,MAGOH
SRSF7,MAGOH
POLR2A,MAGOH
POLR2H,MAGOH
HNRNPM,MAGOH
SF3A2,MAGOH
SNRPB2,MAGOH
DDX23,MAGOH
GTF2F2,MAGOH
POLR2F,MAGOH
HNRNPH1,MAGOH
SNRPD3,MAGOH
PRPF4,MAGOH
POLR2J,MAGOH
POLR2I,MAGOH
PCBP1,MAGOH
SNU13,MAGOH
SRSF11,MAGOH
SF3A3,MAGOH
SNRPF,MAGOH
POLR2G,MAGOH
HNRNPH2,MAGOH
HNRNPA0,MAGOH
SNRPD2,MAGOH
SRRM1,MAGOH
CPSF3,MAGOH
PRPF6,MAGOH
ALYREF,MAGOH
HNRNPL,MAGOH
CPSF1,MAGOH
ENSG00000111987,MAGOH
SNRPA1,MAGOH
HNRNPC,MAGOH
PAPOLA,MAGOH
SF3B1,MAGOH
NFX1,MAGOH
EFTUD2,MAGOH
CDC40,MAGOH
GTF2H4,MAGOH
ENSG00000215476,MAGOH
CSTF2,MAGOH
POLR2D,MAGOH
SNRPB,MAGOH
SF3B2,MAGOH
SF3B3,MAGOH
DHX9,MAGOH
CSTF1,MAGOH
HNRNPA2B1,MAGOH
PTBP1,MAGOH
POLR2L,MAGOH
SNRPG,MAGOH
POLR2E,MAGOH
SNRPD1,MAGOH
SRSF2,MAGOH
CD2BP2,MAGOH
SF3B4,MAGOH
RBM5,MAGOH
YBX1,MAGOH
CPSF7,MAGOH
SRSF3,MAGOH
HNRNPUL1,MAGOH
PABPN1,MAGOH
POLR2K,MAGOH
PCF11,MAGOH
TXNL4A,MAGOH
SRSF1,MAGOH
SRSF9,MAGOH
HNRNPD,MAGOH
CPSF2,MAGOH
SF3B5,MAGOH
NUDT21,MAGOH
CCAR1,MAGOH
CASKIN1,MAGOH
CLP1,MAGOH
FUS,MAGOH
APOBEC1,MAGOH
DHX38,MAGOH
HNRNPA3,MAGOH
U2AF1,MAGOH
SMC1A,MAGOH
GTF2F1,MAGOH
U2AF2,MAGOH
ENSG00000206476,MAGOH
NXF1,MAGOH
PCBP2,MAGOH
PHF5A,MAGOH
RBMX,MAGOH
NCBP1,MAGOH
SRSF6,MAGOH
MEGF10,HSPA12A
POLR2B,CCNT1
MNAT1,CCNT1
POLR2C,CCNT1
CDK7,CCNT1
NCBP2,CCNT1
POLR2A,CCNT1
POLR2H,CCNT1
SUPT5H,CCNT1
GTF2F2,CCNT1
POLR2F,CCNT1
CCNH,CCNT1
SSRP1,CCNT1
POLR2J,CCNT1
POLR2I,CCNT1
SUPT16H,CCNT1
POLR2G,CCNT1
GTF2H2,CCNT1
GTF2H3,CCNT1
ERCC3,CCNT1
GTF2H1,CCNT1
POLR2D,CCNT1
TCEA1,CCNT1
POLR2L,CCNT1
POLR2E,CCNT1
ERCC2,CCNT1
ELOC,CCNT1
CDK9,CCNT1
POLR2K,CCNT1
ELOB,CCNT1
CPSF2,CCNT1
GTF2F1,CCNT1
ELL,CCNT1
NELFCD,CCNT1
NCBP1,CCNT1
POLR2A,PCIF1
CCNT1,HIC2
MNAT1,TAF1A
CDK7,TAF1A
POLR2H,TAF1A
CCNH,TAF1A
GTF2H2,TAF1A
GTF2H3,TAF1A
ERCC3,TAF1A
GTF2H1,TAF1A
TTF1,TAF1A
TBP,TAF1A
ERCC2,TAF1A
UBTF,TAF1A
POLR2K,TAF1A
TAF1B,TAF1A
RRN3,TAF1A
FXYD3,FBXL12
POLR2B,CCNT2
MNAT1,CCNT2
POLR2C,CCNT2
CDK7,CCNT2
NCBP2,CCNT2
POLR2A,CCNT2
POLR2H,CCNT2
SUPT5H,CCNT2
GTF2F2,CCNT2
POLR2F,CCNT2
CCNH,CCNT2
SSRP1,CCNT2
POLR2J,CCNT2
POLR2I,CCNT2
SUPT16H,CCNT2
POLR2G,CCNT2
GTF2H2,CCNT2
GTF2H3,CCNT2
ERCC3,CCNT2
GTF2H1,CCNT2
POLR2D,CCNT2
TCEA1,CCNT2
POLR2L,CCNT2
POLR2E,CCNT2
ERCC2,CCNT2
ELOC,CCNT2
CDK9,CCNT2
POLR2K,CCNT2
ELOB,CCNT2
GTF2F1,CCNT2
ELL,CCNT2
NELFCD,CCNT2
NCBP1,CCNT2
CCNT1,CCNT2
PRPF3,ZRSR2
SF3B1,ZRSR2
SRSF2,ZRSR2
SRSF3,ZRSR2
HNRNPUL1,ZRSR2
SRSF1,ZRSR2
SLU7,ZRSR2
ENSG00000108296,ZRSR2
U2AF1,ZRSR2
U2AF2,ZRSR2
SF3B6,ZRSR2
PRPF8,TACO1
HNRNPR,ENSG00000131795
POLR2B,ENSG00000131795
POLR2C,ENSG00000131795
SRSF5,ENSG00000131795
SRSF4,ENSG00000131795
HNRNPU,ENSG00000131795
HNRNPF,ENSG00000131795
SNRNP200,ENSG00000131795
SF3A1,ENSG00000131795
HNRNPA1,ENSG00000131795
HNRNPK,ENSG00000131795
NCBP2,ENSG00000131795
SRSF7,ENSG00000131795
POLR2A,ENSG00000131795
POLR2H,ENSG00000131795
HNRNPM,ENSG00000131795
SF3A2,ENSG00000131795
SNRPB2,ENSG00000131795
DDX23,ENSG00000131795
GTF2F2,ENSG00000131795
POLR2F,ENSG00000131795
HNRNPH1,ENSG00000131795
SNRPD3,ENSG00000131795
PRPF4,ENSG00000131795
POLR2J,ENSG00000131795
POLR2I,ENSG00000131795
PCBP1,ENSG00000131795
SNU13,ENSG00000131795
SRSF11,ENSG00000131795
SF3A3,ENSG00000131795
SNRPF,ENSG00000131795
POLR2G,ENSG00000131795
HNRNPH2,ENSG00000131795
HNRNPA0,ENSG00000131795
SNRPD2,ENSG00000131795
SRRM1,ENSG00000131795
CPSF3,ENSG00000131795
PRPF6,ENSG00000131795
ALYREF,ENSG00000131795
HNRNPL,ENSG00000131795
CPSF1,ENSG00000131795
ENSG00000111987,ENSG00000131795
SNRPA1,ENSG00000131795
HNRNPC,ENSG00000131795
PAPOLA,ENSG00000131795
SF3B1,ENSG00000131795
NFX1,ENSG00000131795
EFTUD2,ENSG00000131795
CDC40,ENSG00000131795
CSTF2,ENSG00000131795
POLR2D,ENSG00000131795
SNRPB,ENSG00000131795
SF3B2,ENSG00000131795
SF3B3,ENSG00000131795
DHX9,ENSG00000131795
CSTF1,ENSG00000131795
HNRNPA2B1,ENSG00000131795
PTBP1,ENSG00000131795
POLR2L,ENSG00000131795
SNRPG,ENSG00000131795
POLR2E,ENSG00000131795
SNRPD1,ENSG00000131795
SRSF2,ENSG00000131795
CD2BP2,ENSG00000131795
SF3B4,ENSG00000131795
RBM5,ENSG00000131795
YBX1,ENSG00000131795
CPSF7,ENSG00000131795
SRSF3,ENSG00000131795
HNRNPUL1,ENSG00000131795
PABPN1,ENSG00000131795
POLR2K,ENSG00000131795
PCF11,ENSG00000131795
TXNL4A,ENSG00000131795
SRSF1,ENSG00000131795
SRSF9,ENSG00000131795
HNRNPD,ENSG00000131795
CPSF2,ENSG00000131795
SF3B5,ENSG00000131795
NUDT21,ENSG00000131795
CCAR1,ENSG00000131795
CASKIN1,ENSG00000131795
CLP1,ENSG00000131795
FUS,ENSG00000131795
APOBEC1,ENSG00000131795
DHX38,ENSG00000131795
HNRNPA3,ENSG00000131795
U2AF1,ENSG00000131795
SMC1A,ENSG00000131795
GTF2F1,ENSG00000131795
U2AF2,ENSG00000131795
NXF1,ENSG00000131795
PCBP2,ENSG00000131795
PHF5A,ENSG00000131795
RBMX,ENSG00000131795
NCBP1,ENSG00000131795
SRSF6,ENSG00000131795
MAGOH,ENSG00000131795
SNRPB2,ENSG00000174622
GTF2B,ENSG00000174622
DHX9,ENSG00000174622
SNRPN,ENSG00000174622
SRSF9,ENSG00000174622
GEMIN2,ENSG00000174622
MAGOH,PYM1
ENSG00000131795,PYM1
PRPF40A,BCHE
FUS,BCHE
ENSG00000172660,BCHE
U2AF2,BCHE
SRSF4,SCAF11
SNRNP70,SCAF11
SRSF2,SCAF11
SRSF3,SCAF11
U2AF2,SCAF11
POLR2B,NELFA
MNAT1,NELFA
POLR2C,NELFA
CDK7,NELFA
NCBP2,NELFA
POLR2A,NELFA
POLR2H,NELFA
SUPT5H,NELFA
GTF2F2,NELFA
POLR2F,NELFA
CCNH,NELFA
SSRP1,NELFA
POLR2J,NELFA
POLR2I,NELFA
SUPT16H,NELFA
POLR2G,NELFA
GTF2H2,NELFA
GTF2H3,NELFA
ERCC3,NELFA
GTF2H1,NELFA
POLR2D,NELFA
TCEA1,NELFA
POLR2L,NELFA
POLR2E,NELFA
ERCC2,NELFA
ELOC,NELFA
CDK9,NELFA
POLR2K,NELFA
ELOB,NELFA
GTF2F1,NELFA
ELL,NELFA
NELFCD,NELFA
NCBP1,NELFA
CCNT1,NELFA
CCNT2,NELFA
POLR2B,ELOA
MNAT1,ELOA
POLR2C,ELOA
CDK7,ELOA
NCBP2,ELOA
POLR2A,ELOA
POLR2H,ELOA
SUPT5H,ELOA
GTF2F2,ELOA
POLR2F,ELOA
CCNH,ELOA
SSRP1,ELOA
POLR2J,ELOA
POLR2I,ELOA
SUPT16H,ELOA
POLR2G,ELOA
GTF2H2,ELOA
GTF2H3,ELOA
ERCC3,ELOA
GTF2H1,ELOA
POLR2D,ELOA
TCEA1,ELOA
POLR2L,ELOA
POLR2E,ELOA
ERCC2,ELOA
CRNKL1,ELOA
ELOC,ELOA
CDK9,ELOA
POLR2K,ELOA
ELOB,ELOA
GTF2F1,ELOA
ELL,ELOA
NELFCD,ELOA
NCBP1,ELOA
CCNT1,ELOA
CCNT2,ELOA
NELFA,ELOA
SF3A2,CTNNBL1
SF3B4,TCAF1
POLR2B,ZNF473
POLR2C,ZNF473
NCBP2,ZNF473
POLR2A,ZNF473
POLR2H,ZNF473
GTF2F2,ZNF473
POLR2F,ZNF473
SNRPD3,ZNF473
POLR2J,ZNF473
POLR2I,ZNF473
SNRPF,ZNF473
POLR2G,ZNF473
ALYREF,ZNF473
POLR2D,ZNF473
SNRPB,ZNF473
POLR2L,ZNF473
SNRPG,ZNF473
POLR2E,ZNF473
POLR2K,ZNF473
LSM10,ZNF473
GTF2F1,ZNF473
NXF1,ZNF473
NCBP1,ZNF473
POLR2B,CTDP1
MNAT1,CTDP1
POLR2C,CTDP1
CDK7,CTDP1
NCBP2,CTDP1
POLR2A,CTDP1
POLR2H,CTDP1
SUPT5H,CTDP1
GTF2F2,CTDP1
POLR2F,CTDP1
CCNH,CTDP1
SSRP1,CTDP1
POLR2J,CTDP1
POLR2I,CTDP1
SUPT16H,CTDP1
POLR2G,CTDP1
GTF2H2,CTDP1
GTF2H3,CTDP1
SNRNP70,CTDP1
ERCC3,CTDP1
GTF2H1,CTDP1
POLR2D,CTDP1
SNRPB,CTDP1
TCEA1,CTDP1
POLR2L,CTDP1
POLR2E,CTDP1
ERCC2,CTDP1
ELOC,CTDP1
CDK9,CTDP1
POLR2K,CTDP1
ELOB,CTDP1
GTF2F1,CTDP1
ELL,CTDP1
NELFCD,CTDP1
NCBP1,CTDP1
CCNT1,CTDP1
CCNT2,CTDP1
NELFA,CTDP1
ELOA,CTDP1
TFIP11,AC010323.1
SRSF5,A1CF
SRSF4,A1CF
NCBP2,A1CF
SRSF7,A1CF
SRSF11,A1CF
SRRM1,A1CF
CPSF3,A1CF
ALYREF,A1CF
CPSF1,A1CF
PAPOLA,A1CF
NFX1,A1CF
CDC40,A1CF
CSTF2,A1CF
CSTF1,A1CF
SRSF2,A1CF
CPSF7,A1CF
SRSF3,A1CF
PABPN1,A1CF
PCF11,A1CF
SRSF1,A1CF
SRSF9,A1CF
CPSF2,A1CF
NUDT21,A1CF
CASKIN1,A1CF
CLP1,A1CF
APOBEC1,A1CF
DHX38,A1CF
U2AF1,A1CF
U2AF2,A1CF
NCBP1,A1CF
SRSF6,A1CF
MAGOH,A1CF
ENSG00000131795,A1CF
POLR2B,LSM11
POLR2C,LSM11
NCBP2,LSM11
POLR2A,LSM11
POLR2H,LSM11
GTF2F2,LSM11
POLR2F,LSM11
SNRPD3,LSM11
POLR2J,LSM11
POLR2I,LSM11
SNRPF,LSM11
POLR2G,LSM11
ALYREF,LSM11
POLR2D,LSM11
SNRPB,LSM11
POLR2L,LSM11
SNRPG,LSM11
POLR2E,LSM11
POLR2K,LSM11
LSM10,LSM11
GTF2F1,LSM11
NXF1,LSM11
NCBP1,LSM11
ZNF473,LSM11
POLR2A,TRAM2
GTF2F2,TRAM2
GTF2B,TRAM2
TBP,TRAM2
POLR2B,NELFB
MNAT1,NELFB
POLR2C,NELFB
CDK7,NELFB
NCBP2,NELFB
POLR2A,NELFB
POLR2H,NELFB
SUPT5H,NELFB
GTF2F2,NELFB
POLR2F,NELFB
CCNH,NELFB
SSRP1,NELFB
POLR2J,NELFB
POLR2I,NELFB
SUPT16H,NELFB
POLR2G,NELFB
GTF2H2,NELFB
GTF2H3,NELFB
ERCC3,NELFB
GTF2H1,NELFB
POLR2D,NELFB
TCEA1,NELFB
POLR2L,NELFB
POLR2E,NELFB
ERCC2,NELFB
ELOC,NELFB
CDK9,NELFB
POLR2K,NELFB
ELOB,NELFB
GTF2F1,NELFB
ELL,NELFB
NELFCD,NELFB
NCBP1,NELFB
CCNT1,NELFB
CCNT2,NELFB
NELFA,NELFB
ELOA,NELFB
CTDP1,NELFB
PCBP1,CELF2
APOBEC1,CELF2
A1CF,CELF2
HNRNPR,DNAJC8
POLR2B,DNAJC8
POLR2C,DNAJC8
SRSF5,DNAJC8
SRSF4,DNAJC8
HNRNPU,DNAJC8
HNRNPF,DNAJC8
SNRNP200,DNAJC8
SF3A1,DNAJC8
HNRNPA1,DNAJC8
HNRNPK,DNAJC8
NCBP2,DNAJC8
SRSF7,DNAJC8
POLR2A,DNAJC8
POLR2H,DNAJC8
HNRNPM,DNAJC8
SF3A2,DNAJC8
SNRPB2,DNAJC8
DDX23,DNAJC8
GTF2F2,DNAJC8
POLR2F,DNAJC8
HNRNPH1,DNAJC8
SNRPD3,DNAJC8
PRPF4,DNAJC8
POLR2J,DNAJC8
POLR2I,DNAJC8
PCBP1,DNAJC8
SNU13,DNAJC8
SRSF11,DNAJC8
SF3A3,DNAJC8
SNRPF,DNAJC8
POLR2G,DNAJC8
HNRNPH2,DNAJC8
HNRNPA0,DNAJC8
SNRPD2,DNAJC8
SRRM1,DNAJC8
CPSF3,DNAJC8
PRPF6,DNAJC8
SNRNP70,DNAJC8
ALYREF,DNAJC8
HNRNPL,DNAJC8
CPSF1,DNAJC8
ENSG00000111987,DNAJC8
SNRPA1,DNAJC8
HNRNPC,DNAJC8
PAPOLA,DNAJC8
SF3B1,DNAJC8
NFX1,DNAJC8
EFTUD2,DNAJC8
CDC40,DNAJC8
CSTF2,DNAJC8
POLR2D,DNAJC8
SNRPB,DNAJC8
SF3B2,DNAJC8
SF3B3,DNAJC8
DHX9,DNAJC8
CSTF1,DNAJC8
HNRNPA2B1,DNAJC8
SNRPA,DNAJC8
PTBP1,DNAJC8
POLR2L,DNAJC8
SNRPG,DNAJC8
POLR2E,DNAJC8
SNRPD1,DNAJC8
SRSF2,DNAJC8
CD2BP2,DNAJC8
SF3B4,DNAJC8
RBM5,DNAJC8
YBX1,DNAJC8
CPSF7,DNAJC8
SRSF3,DNAJC8
HNRNPUL1,DNAJC8
PABPN1,DNAJC8
POLR2K,DNAJC8
PCF11,DNAJC8
TXNL4A,DNAJC8
SRSF1,DNAJC8
SRSF9,DNAJC8
HNRNPD,DNAJC8
CPSF2,DNAJC8
SF3B5,DNAJC8
NUDT21,DNAJC8
CCAR1,DNAJC8
CASKIN1,DNAJC8
CLP1,DNAJC8
FUS,DNAJC8
DHX38,DNAJC8
HNRNPA3,DNAJC8
U2AF1,DNAJC8
SMC1A,DNAJC8
GTF2F1,DNAJC8
U2AF2,DNAJC8
PCBP2,DNAJC8
PHF5A,DNAJC8
RBMX,DNAJC8
NCBP1,DNAJC8
SRSF6,DNAJC8
MAGOH,DNAJC8
ENSG00000131795,DNAJC8
HNRNPR,METTL3
POLR2B,METTL3
POLR2C,METTL3
HNRNPU,METTL3
HNRNPF,METTL3
HNRNPA1,METTL3
HNRNPK,METTL3
NCBP2,METTL3
POLR2A,METTL3
POLR2H,METTL3
HNRNPM,METTL3
GTF2F2,METTL3
POLR2F,METTL3
HNRNPH1,METTL3
POLR2J,METTL3
POLR2I,METTL3
PCBP1,METTL3
POLR2G,METTL3
HNRNPH2,METTL3
HNRNPA0,METTL3
HNRNPL,METTL3
HNRNPC,METTL3
POLR2D,METTL3
HNRNPA2B1,METTL3
PTBP1,METTL3
POLR2L,METTL3
POLR2E,METTL3
POLR2K,METTL3
HNRNPD,METTL3
HNRNPA3,METTL3
GTF2F1,METTL3
PCBP2,METTL3
RBMX,METTL3
NCBP1,METTL3
ENSG00000212678,NAP1L5
CCNH,ENSG00000185068
GTF2H2,ENSG00000185068
ERCC3,ENSG00000185068
GTF2H4,ENSG00000185068
ENSG00000215476,ENSG00000185068
ENSG00000206476,ENSG00000185068
TADA2B,SCAI
RBM5,SASS6
SRSF4,ENSG00000203832
SNRNP70,ENSG00000203832
SRSF2,ENSG00000203832
SRSF3,ENSG00000203832
U2AF2,ENSG00000203832
POLR2B,SLBP
POLR2C,SLBP
NCBP2,SLBP
POLR2A,SLBP
POLR2H,SLBP
GTF2F2,SLBP
POLR2F,SLBP
SNRPD3,SLBP
POLR2J,SLBP
POLR2I,SLBP
SNRPF,SLBP
POLR2G,SLBP
ALYREF,SLBP
POLR2D,SLBP
SNRPB,SLBP
POLR2L,SLBP
SNRPG,SLBP
POLR2E,SLBP
POLR2K,SLBP
LSM10,SLBP
GTF2F1,SLBP
NXF1,SLBP
NCBP1,SLBP
ZNF473,SLBP
LSM11,SLBP
SF3A2,TRIR
SNRPA,TRIR
HNRNPL,DOCK4
