Target,gene
INCENP,AL078621.1
PRPF3,AL078621.1
SF3B1,AL078621.1
LSM3,AL078621.1
LSM7,AL078621.1
CDC40,AL078621.1
AAR2,AL078621.1
SF3B2,AL078621.1
SF3B3,AL078621.1
PRPF8,AL078621.1
SNRPA,AL078621.1
SNRPG,AL078621.1
LSM4,AL078621.1
DHX8,AL078621.1
HNRNPR,SNRPD1
POLR2B,SNRPD1
POLR2C,SNRPD1
YJU2,SNRPD1
PRPF40A,SNRPD1
SRSF5,SNRPD1
SRSF4,SNRPD1
HNRNPU,SNRPD1
XAB2,SNRPD1
CWC22,SNRPD1
HNRNPF,SNRPD1
SNRNP200,SNRPD1
SF3A1,SNRPD1
HNRNPA1,SNRPD1
HNRNPK,SNRPD1
NCBP2,SNRPD1
SRSF7,SNRPD1
POLR2A,SNRPD1
POLR2H,SNRPD1
HNRNPM,SNRPD1
SF3A2,SNRPD1
SNRPB2,SNRPD1
DDX23,SNRPD1
GTF2F2,SNRPD1
POLR2F,SNRPD1
HNRNPH1,SNRPD1
PRPF31,SNRPD1
LSM6,SNRPD1
PRPF19,SNRPD1
SNRPD3,SNRPD1
PRPF4,SNRPD1
LUC7L,SNRPD1
POLR2J,SNRPD1
POLR2I,SNRPD1
PCBP1,SNRPD1
SNU13,SNRPD1
SRSF11,SNRPD1
SF3A3,SNRPD1
SNRPF,SNRPD1
POLR2G,SNRPD1
HNRNPH2,SNRPD1
LSM5,SNRPD1
HNRNPA0,SNRPD1
SNRPD2,SNRPD1
SRRM1,SNRPD1
CPSF3,SNRPD1
PRPF6,SNRPD1
SNRNP70,SNRPD1
HTATSF1,SNRPD1
PLRG1,SNRPD1
ALYREF,SNRPD1
TIA1,SNRPD1
HNRNPL,SNRPD1
CPSF1,SNRPD1
ENSG00000111987,SNRPD1
SNRPA1,SNRPD1
HNRNPC,SNRPD1
INCENP,SNRPD1
PAPOLA,SNRPD1
PRPF3,SNRPD1
SF3B1,SNRPD1
PRPF18,SNRPD1
NFX1,SNRPD1
EFTUD2,SNRPD1
LSM7,SNRPD1
DDX46,SNRPD1
CDC40,SNRPD1
CSTF2,SNRPD1
POLR2D,SNRPD1
AAR2,SNRPD1
SNRPB,SNRPD1
SF3B2,SNRPD1
SF3B3,SNRPD1
DHX9,SNRPD1
CSTF1,SNRPD1
PRPF8,SNRPD1
HNRNPA2B1,SNRPD1
SNRPA,SNRPD1
SNRPN,SNRPD1
PTBP1,SNRPD1
POLR2L,SNRPD1
SNRPG,SNRPD1
LSM4,SNRPD1
DHX8,SNRPD1
POLR2E,SNRPD1
AL078621.1,SNRPD1
TAF12,ERCC2
POLR2B,ERCC2
MNAT1,ERCC2
POLR2C,ERCC2
XAB2,ERCC2
GTF2H2C,ERCC2
CDK7,ERCC2
NCBP2,ERCC2
POLR2A,ERCC2
POLR2H,ERCC2
SUPT5H,ERCC2
GTF2F2,ERCC2
POLR2F,ERCC2
CCNH,ERCC2
SSRP1,ERCC2
TAF7,ERCC2
POLR2J,ERCC2
POLR2I,ERCC2
SUPT16H,ERCC2
TAF4,ERCC2
POLR2G,ERCC2
GTF2H2,ERCC2
GTF2H3,ERCC2
TAF6,ERCC2
RNGTT,ERCC2
AK6,ERCC2
ALYREF,ERCC2
GTF2B,ERCC2
ERCC3,ERCC2
GTF2H1,ERCC2
TAF5,ERCC2
POLR2J3,ERCC2
TAF1,ERCC2
GTF2H4,ERCC2
ENSG00000215476,ERCC2
POLR2D,ERCC2
TTF1,ERCC2
TBP,ERCC2
TCEA1,ERCC2
POLR2L,ERCC2
POLR2E,ERCC2
HNRNPR,SRSF2
POLR2B,SRSF2
POLR2C,SRSF2
SRSF5,SRSF2
SRSF4,SRSF2
HNRNPU,SRSF2
HNRNPF,SRSF2
SNRNP200,SRSF2
SF3A1,SRSF2
HNRNPA1,SRSF2
HNRNPK,SRSF2
NCBP2,SRSF2
SRSF7,SRSF2
POLR2A,SRSF2
POLR2H,SRSF2
HNRNPM,SRSF2
SF3A2,SRSF2
SNRPB2,SRSF2
DDX23,SRSF2
GTF2F2,SRSF2
POLR2F,SRSF2
HNRNPH1,SRSF2
SNRPD3,SRSF2
PRPF4,SRSF2
POLR2J,SRSF2
POLR2I,SRSF2
PCBP1,SRSF2
SNU13,SRSF2
SRSF11,SRSF2
SF3A3,SRSF2
SNRPF,SRSF2
POLR2G,SRSF2
HNRNPH2,SRSF2
HNRNPA0,SRSF2
SNRPD2,SRSF2
SRRM1,SRSF2
CPSF3,SRSF2
PRPF6,SRSF2
SNRNP70,SRSF2
ALYREF,SRSF2
HNRNPL,SRSF2
CPSF1,SRSF2
ENSG00000111987,SRSF2
SNRPA1,SRSF2
HNRNPC,SRSF2
PAPOLA,SRSF2
TTK,SRSF2
SF3B1,SRSF2
NFX1,SRSF2
EFTUD2,SRSF2
CDC40,SRSF2
CSTF2,SRSF2
POLR2D,SRSF2
SNRPB,SRSF2
SF3B2,SRSF2
SF3B3,SRSF2
DHX9,SRSF2
CSTF1,SRSF2
HNRNPA2B1,SRSF2
SNRPA,SRSF2
PTBP1,SRSF2
SREK1,SRSF2
POLR2L,SRSF2
SNRPG,SRSF2
POLR2E,SRSF2
SNRPD1,SRSF2
HNRNPR,CD2BP2
POLR2B,CD2BP2
POLR2C,CD2BP2
SRSF5,CD2BP2
SRSF4,CD2BP2
HNRNPU,CD2BP2
HNRNPF,CD2BP2
SNRNP200,CD2BP2
SF3A1,CD2BP2
HNRNPA1,CD2BP2
HNRNPK,CD2BP2
NCBP2,CD2BP2
SRSF7,CD2BP2
POLR2A,CD2BP2
POLR2H,CD2BP2
HNRNPM,CD2BP2
SF3A2,CD2BP2
SNRPB2,CD2BP2
DDX23,CD2BP2
GTF2F2,CD2BP2
POLR2F,CD2BP2
HNRNPH1,CD2BP2
SNRPD3,CD2BP2
PRPF4,CD2BP2
POLR2J,CD2BP2
POLR2I,CD2BP2
PCBP1,CD2BP2
SNU13,CD2BP2
SRSF11,CD2BP2
SF3A3,CD2BP2
SNRPF,CD2BP2
POLR2G,CD2BP2
HNRNPH2,CD2BP2
HNRNPA0,CD2BP2
SNRPD2,CD2BP2
SRRM1,CD2BP2
CPSF3,CD2BP2
PRPF6,CD2BP2
SNRNP70,CD2BP2
ALYREF,CD2BP2
HNRNPL,CD2BP2
CPSF1,CD2BP2
ENSG00000111987,CD2BP2
SNRPA1,CD2BP2
HNRNPC,CD2BP2
PAPOLA,CD2BP2
SF3B1,CD2BP2
NFX1,CD2BP2
EFTUD2,CD2BP2
CDC40,CD2BP2
CSTF2,CD2BP2
POLR2D,CD2BP2
SNRPB,CD2BP2
SF3B2,CD2BP2
SF3B3,CD2BP2
DHX9,CD2BP2
CSTF1,CD2BP2
PRPF8,CD2BP2
HNRNPA2B1,CD2BP2
SNRPA,CD2BP2
SNRPN,CD2BP2
PTBP1,CD2BP2
POLR2L,CD2BP2
SNRPG,CD2BP2
POLR2E,CD2BP2
SNRPD1,CD2BP2
SRSF2,CD2BP2
HNRNPR,SF3B4
POLR2B,SF3B4
POLR2C,SF3B4
PRPF40A,SF3B4
SRSF5,SF3B4
SRSF4,SF3B4
HNRNPU,SF3B4
XAB2,SF3B4
CWC22,SF3B4
HNRNPF,SF3B4
SNRNP200,SF3B4
SF3A1,SF3B4
HNRNPA1,SF3B4
HNRNPK,SF3B4
NCBP2,SF3B4
SRSF7,SF3B4
POLR2A,SF3B4
POLR2H,SF3B4
HNRNPM,SF3B4
SF3A2,SF3B4
SNRPB2,SF3B4
DDX23,SF3B4
GTF2F2,SF3B4
POLR2F,SF3B4
HNRNPH1,SF3B4
PRPF31,SF3B4
LSM6,SF3B4
PRPF19,SF3B4
SNRPD3,SF3B4
PRPF4,SF3B4
LUC7L,SF3B4
POLR2J,SF3B4
POLR2I,SF3B4
PCBP1,SF3B4
SNU13,SF3B4
SRSF11,SF3B4
SF3A3,SF3B4
SNRPF,SF3B4
POLR2G,SF3B4
HNRNPH2,SF3B4
LSM5,SF3B4
HNRNPA0,SF3B4
SNRPD2,SF3B4
SRRM1,SF3B4
CPSF3,SF3B4
PRPF6,SF3B4
SNRNP70,SF3B4
HTATSF1,SF3B4
PLRG1,SF3B4
ALYREF,SF3B4
TIA1,SF3B4
HNRNPL,SF3B4
CPSF1,SF3B4
ENSG00000111987,SF3B4
SNRPA1,SF3B4
HNRNPC,SF3B4
INCENP,SF3B4
PAPOLA,SF3B4
PRPF3,SF3B4
SF3B1,SF3B4
NFX1,SF3B4
EFTUD2,SF3B4
LSM7,SF3B4
DDX46,SF3B4
CDC40,SF3B4
CSTF2,SF3B4
POLR2D,SF3B4
AAR2,SF3B4
SNRPB,SF3B4
SF3B2,SF3B4
SF3B3,SF3B4
DHX9,SF3B4
CSTF1,SF3B4
PRPF8,SF3B4
HNRNPA2B1,SF3B4
SNRPA,SF3B4
PTBP1,SF3B4
POLR2L,SF3B4
SNRPG,SF3B4
LSM4,SF3B4
DHX8,SF3B4
POLR2E,SF3B4
AL078621.1,SF3B4
SNRPD1,SF3B4
SRSF2,SF3B4
CD2BP2,SF3B4
YJU2,CRNKL1
PRPF40A,CRNKL1
XAB2,CRNKL1
CWC22,CRNKL1
SNRNP200,CRNKL1
SF3A1,CRNKL1
NCBP2,CRNKL1
SF3A2,CRNKL1
DDX23,CRNKL1
PRPF31,CRNKL1
LSM6,CRNKL1
PRPF19,CRNKL1
SNRPD3,CRNKL1
PRPF4,CRNKL1
LUC7L,CRNKL1
SF3A3,CRNKL1
SNRPF,CRNKL1
LSM5,CRNKL1
SNRPD2,CRNKL1
PRPF6,CRNKL1
SNRNP70,CRNKL1
HTATSF1,CRNKL1
PLRG1,CRNKL1
TIA1,CRNKL1
ENSG00000111987,CRNKL1
SNRPA1,CRNKL1
INCENP,CRNKL1
PRPF3,CRNKL1
SF3B1,CRNKL1
LSM3,CRNKL1
LSM7,CRNKL1
CDC40,CRNKL1
AAR2,CRNKL1
SF3B2,CRNKL1
SF3B3,CRNKL1
PRPF8,CRNKL1
SNRPA,CRNKL1
SNRPG,CRNKL1
LSM4,CRNKL1
DHX8,CRNKL1
AL078621.1,CRNKL1
SNRPD1,CRNKL1
SF3B4,CRNKL1
HNRNPR,TIAL1
YJU2,TIAL1
PRPF40A,TIAL1
HNRNPU,TIAL1
XAB2,TIAL1
CWC22,TIAL1
SNRNP200,TIAL1
SF3A1,TIAL1
NCBP2,TIAL1
SF3A2,TIAL1
PRPF31,TIAL1
LSM6,TIAL1
PRPF19,TIAL1
SNRPD3,TIAL1
PRPF4,TIAL1
ELAVL1,TIAL1
LUC7L,TIAL1
SF3A3,TIAL1
SNRPF,TIAL1
LSM5,TIAL1
TAF6,TIAL1
SNRPD2,TIAL1
PRPF6,TIAL1
SNRNP70,TIAL1
PLRG1,TIAL1
TIA1,TIAL1
ENSG00000111987,TIAL1
SNRPA1,TIAL1
INCENP,TIAL1
PAPOLA,TIAL1
PRPF3,TIAL1
SF3B1,TIAL1
LSM7,TIAL1
CDC40,TIAL1
AAR2,TIAL1
SF3B2,TIAL1
SF3B3,TIAL1
PRPF8,TIAL1
SNRPA,TIAL1
SNRPG,TIAL1
LSM4,TIAL1
DHX8,TIAL1
AL078621.1,TIAL1
SNRPD1,TIAL1
SF3B4,TIAL1
CRNKL1,TIAL1
POLR2B,ELOC
MNAT1,ELOC
POLR2C,ELOC
CDK7,ELOC
NCBP2,ELOC
POLR2A,ELOC
POLR2H,ELOC
SUPT5H,ELOC
GTF2F2,ELOC
POLR2F,ELOC
CCNH,ELOC
SSRP1,ELOC
POLR2J,ELOC
POLR2I,ELOC
SUPT16H,ELOC
POLR2G,ELOC
GTF2H2,ELOC
GTF2H3,ELOC
ERCC3,ELOC
GTF2H1,ELOC
POLR2D,ELOC
SNRPN,ELOC
TCEA1,ELOC
POLR2L,ELOC
POLR2E,ELOC
ERCC2,ELOC
YJU2,BUD13
XAB2,BUD13
CWC22,BUD13
SNRNP200,BUD13
SF3A1,BUD13
ENSG00000215719,BUD13
SF3A2,BUD13
POLR2F,BUD13
PRPF19,BUD13
SNRPD3,BUD13
SF3A3,BUD13
SNRPF,BUD13
SNRPD2,BUD13
PLRG1,BUD13
SNRPA1,BUD13
TTK,BUD13
SF3B1,BUD13
LSM7,BUD13
CDC40,BUD13
SF3B2,BUD13
SF3B3,BUD13
PRPF8,BUD13
SNRPA,BUD13
SNRPG,BUD13
DHX8,BUD13
AL078621.1,BUD13
SNRPD1,BUD13
SF3B4,BUD13
CRNKL1,BUD13
SNRPD3,CLNS1A
SNRPD2,CLNS1A
SNRPB,CLNS1A
SNRPN,CLNS1A
SNRPD1,CLNS1A
HNRNPR,RBM5
POLR2B,RBM5
POLR2C,RBM5
SRSF5,RBM5
SRSF4,RBM5
HNRNPU,RBM5
HNRNPF,RBM5
SNRNP200,RBM5
SF3A1,RBM5
HNRNPA1,RBM5
HNRNPK,RBM5
NCBP2,RBM5
SRSF7,RBM5
POLR2A,RBM5
POLR2H,RBM5
HNRNPM,RBM5
SF3A2,RBM5
SNRPB2,RBM5
DDX23,RBM5
GTF2F2,RBM5
POLR2F,RBM5
HNRNPH1,RBM5
SNRPD3,RBM5
PRPF4,RBM5
POLR2J,RBM5
POLR2I,RBM5
PCBP1,RBM5
SNU13,RBM5
SRSF11,RBM5
SF3A3,RBM5
SNRPF,RBM5
POLR2G,RBM5
HNRNPH2,RBM5
HNRNPA0,RBM5
SNRPD2,RBM5
SRRM1,RBM5
CPSF3,RBM5
PRPF6,RBM5
SNRNP70,RBM5
ALYREF,RBM5
HNRNPL,RBM5
CPSF1,RBM5
ENSG00000111987,RBM5
SNRPA1,RBM5
HNRNPC,RBM5
PAPOLA,RBM5
SF3B1,RBM5
NFX1,RBM5
EFTUD2,RBM5
CDC40,RBM5
CSTF2,RBM5
POLR2D,RBM5
SNRPB,RBM5
SF3B2,RBM5
SF3B3,RBM5
DHX9,RBM5
CSTF1,RBM5
HNRNPA2B1,RBM5
SNRPA,RBM5
PTBP1,RBM5
BNC2,RBM5
POLR2L,RBM5
SNRPG,RBM5
POLR2E,RBM5
SNRPD1,RBM5
SRSF2,RBM5
CD2BP2,RBM5
SF3B4,RBM5
TAF12,YBX1
HNRNPR,YBX1
POLR2B,YBX1
POLR2C,YBX1
SRSF5,YBX1
SRSF4,YBX1
HNRNPU,YBX1
HNRNPF,YBX1
SNRNP200,YBX1
SF3A1,YBX1
HNRNPA1,YBX1
HNRNPK,YBX1
NCBP2,YBX1
SRSF7,YBX1
POLR2A,YBX1
POLR2H,YBX1
HNRNPM,YBX1
SF3A2,YBX1
SNRPB2,YBX1
DDX23,YBX1
GTF2F2,YBX1
POLR2F,YBX1
HNRNPH1,YBX1
SSRP1,YBX1
SNRPD3,YBX1
PRPF4,YBX1
POLR2J,YBX1
POLR2I,YBX1
PCBP1,YBX1
SNU13,YBX1
SRSF11,YBX1
SF3A3,YBX1
SNRPF,YBX1
POLR2G,YBX1
HNRNPH2,YBX1
HNRNPA0,YBX1
SNRPD2,YBX1
SRRM1,YBX1
CPSF3,YBX1
PRPF6,YBX1
SNRNP70,YBX1
ALYREF,YBX1
HNRNPL,YBX1
CPSF1,YBX1
ENSG00000111987,YBX1
SNRPA1,YBX1
HNRNPC,YBX1
PAPOLA,YBX1
SF3B1,YBX1
NFX1,YBX1
EFTUD2,YBX1
CDC40,YBX1
CSTF2,YBX1
POLR2D,YBX1
SNRPB,YBX1
SF3B2,YBX1
SF3B3,YBX1
DHX9,YBX1
CSTF1,YBX1
HNRNPA2B1,YBX1
SNRPA,YBX1
PTBP1,YBX1
SRPK1,YBX1
POLR2L,YBX1
SNRPG,YBX1
POLR2E,YBX1
SNRPD1,YBX1
SRSF2,YBX1
CD2BP2,YBX1
SF3B4,YBX1
RBM5,YBX1
TAF12,GTF2A2
POLR2B,GTF2A2
MNAT1,GTF2A2
POLR2C,GTF2A2
GTF2H2C,GTF2A2
CDK7,GTF2A2
POLR2A,GTF2A2
POLR2H,GTF2A2
GTF2F2,GTF2A2
POLR2F,GTF2A2
CCNH,GTF2A2
TAF7,GTF2A2
POLR2J,GTF2A2
POLR2I,GTF2A2
SUPT16H,GTF2A2
TAF4,GTF2A2
POLR2G,GTF2A2
GTF2H2,GTF2A2
GTF2H3,GTF2A2
TAF6,GTF2A2
AK6,GTF2A2
GTF2B,GTF2A2
ERCC3,GTF2A2
GTF2H1,GTF2A2
TAF5,GTF2A2
POLR2J3,GTF2A2
TAF1,GTF2A2
GTF2H4,GTF2A2
ENSG00000215476,GTF2A2
POLR2D,GTF2A2
TBP,GTF2A2
POLR2L,GTF2A2
POLR2E,GTF2A2
ERCC2,GTF2A2
TAF12,AL590763.1
ENSG00000215719,AL590763.1
POLR2A,AL590763.1
ING2,AL590763.1
TAF7,AL590763.1
TAF9B,AL590763.1
TAF4,AL590763.1
TAF6,AL590763.1
AK6,AL590763.1
GTF2B,AL590763.1
GTF2H1,AL590763.1
TAF5,AL590763.1
TAF1,AL590763.1
BPTF,AL590763.1
TBP,AL590763.1
GTF2A2,AL590763.1
HNRNPR,CPSF7
POLR2B,CPSF7
POLR2C,CPSF7
SRSF5,CPSF7
SRSF4,CPSF7
HNRNPU,CPSF7
HNRNPF,CPSF7
SNRNP200,CPSF7
SF3A1,CPSF7
HNRNPA1,CPSF7
HNRNPK,CPSF7
NCBP2,CPSF7
SRSF7,CPSF7
POLR2A,CPSF7
POLR2H,CPSF7
HNRNPM,CPSF7
SF3A2,CPSF7
SNRPB2,CPSF7
DDX23,CPSF7
GTF2F2,CPSF7
POLR2F,CPSF7
HNRNPH1,CPSF7
SNRPD3,CPSF7
PRPF4,CPSF7
POLR2J,CPSF7
POLR2I,CPSF7
PCBP1,CPSF7
SNU13,CPSF7
SRSF11,CPSF7
SF3A3,CPSF7
SNRPF,CPSF7
POLR2G,CPSF7
HNRNPH2,CPSF7
HNRNPA0,CPSF7
SNRPD2,CPSF7
SRRM1,CPSF7
CPSF3,CPSF7
PRPF6,CPSF7
SNRNP70,CPSF7
HTATSF1,CPSF7
ALYREF,CPSF7
HNRNPL,CPSF7
CPSF1,CPSF7
ENSG00000111987,CPSF7
SNRPA1,CPSF7
HNRNPC,CPSF7
PAPOLA,CPSF7
PRPF3,CPSF7
SF3B1,CPSF7
NFX1,CPSF7
EFTUD2,CPSF7
DDX46,CPSF7
CDC40,CPSF7
CSTF2,CPSF7
POLR2D,CPSF7
SNRPB,CPSF7
SF3B2,CPSF7
SF3B3,CPSF7
DHX9,CPSF7
CSTF1,CPSF7
HNRNPA2B1,CPSF7
SNRPA,CPSF7
PTBP1,CPSF7
POLR2L,CPSF7
SNRPG,CPSF7
POLR2E,CPSF7
SNRPD1,CPSF7
SRSF2,CPSF7
CD2BP2,CPSF7
SF3B4,CPSF7
RBM5,CPSF7
YBX1,CPSF7
TAF12,TAF2
POLR2B,TAF2
MNAT1,TAF2
POLR2C,TAF2
GTF2H2C,TAF2
CDK7,TAF2
ENSG00000215719,TAF2
POLR2A,TAF2
GTF2F2,TAF2
CCNH,TAF2
ING2,TAF2
TAF7,TAF2
POLR2J,TAF2
POLR2I,TAF2
TAF9B,TAF2
TAF4,TAF2
POLR2G,TAF2
GTF2H2,TAF2
GTF2H3,TAF2
TAF6,TAF2
CPSF3,TAF2
AK6,TAF2
GTF2B,TAF2
ERCC3,TAF2
CPSF1,TAF2
GTF2H1,TAF2
PAPOLA,TAF2
TAF5,TAF2
POLR2J3,TAF2
TAF1,TAF2
GTF2H4,TAF2
ENSG00000215476,TAF2
POLR2D,TAF2
BPTF,TAF2
TBP,TAF2
ERCC2,TAF2
GTF2A2,TAF2
AL590763.1,TAF2
HNRNPR,SRSF3
POLR2B,SRSF3
POLR2C,SRSF3
SRSF5,SRSF3
SRSF4,SRSF3
HNRNPU,SRSF3
HNRNPF,SRSF3
SNRNP200,SRSF3
SF3A1,SRSF3
HNRNPA1,SRSF3
HNRNPK,SRSF3
NCBP2,SRSF3
SRSF7,SRSF3
POLR2A,SRSF3
POLR2H,SRSF3
HNRNPM,SRSF3
SF3A2,SRSF3
SNRPB2,SRSF3
DDX23,SRSF3
GTF2F2,SRSF3
POLR2F,SRSF3
HNRNPH1,SRSF3
PRPF19,SRSF3
SNRPD3,SRSF3
PRPF4,SRSF3
POLR2J,SRSF3
POLR2I,SRSF3
PCBP1,SRSF3
SNU13,SRSF3
SRSF11,SRSF3
SF3A3,SRSF3
SNRPF,SRSF3
POLR2G,SRSF3
HNRNPH2,SRSF3
HNRNPA0,SRSF3
SNRPD2,SRSF3
SRRM1,SRSF3
CPSF3,SRSF3
PRPF6,SRSF3
SNRNP70,SRSF3
ALYREF,SRSF3
HNRNPL,SRSF3
CPSF1,SRSF3
ENSG00000111987,SRSF3
SNRPA1,SRSF3
HNRNPC,SRSF3
PAPOLA,SRSF3
SF3B1,SRSF3
NFX1,SRSF3
EFTUD2,SRSF3
CDC40,SRSF3
CSTF2,SRSF3
POLR2D,SRSF3
SNRPB,SRSF3
SF3B2,SRSF3
SF3B3,SRSF3
DHX9,SRSF3
CSTF1,SRSF3
HNRNPA2B1,SRSF3
SNRPA,SRSF3
PTBP1,SRSF3
SREK1,SRSF3
POLR2L,SRSF3
SNRPG,SRSF3
POLR2E,SRSF3
SNRPD1,SRSF3
SRSF2,SRSF3
CD2BP2,SRSF3
SF3B4,SRSF3
RBM5,SRSF3
YBX1,SRSF3
CPSF7,SRSF3
POLR2B,CDK9
MNAT1,CDK9
POLR2C,CDK9
HNRNPU,CDK9
CDK7,CDK9
NCBP2,CDK9
POLR2A,CDK9
POLR2H,CDK9
SUPT5H,CDK9
GTF2F2,CDK9
POLR2F,CDK9
CCNH,CDK9
SSRP1,CDK9
POLR2J,CDK9
POLR2I,CDK9
SUPT16H,CDK9
POLR2G,CDK9
GTF2H2,CDK9
GTF2H3,CDK9
SRRM1,CDK9
HTATSF1,CDK9
GTF2B,CDK9
ERCC3,CDK9
GTF2H1,CDK9
POLR2D,CDK9
TBP,CDK9
TCEA1,CDK9
POLR2L,CDK9
POLR2E,CDK9
ERCC2,CDK9
ELOC,CDK9
HNRNPR,HNRNPUL1
POLR2B,HNRNPUL1
POLR2C,HNRNPUL1
PRPF40A,HNRNPUL1
SRSF5,HNRNPUL1
SRSF4,HNRNPUL1
HNRNPU,HNRNPUL1
HNRNPF,HNRNPUL1
SNRNP200,HNRNPUL1
SF3A1,HNRNPUL1
HNRNPA1,HNRNPUL1
HNRNPK,HNRNPUL1
NCBP2,HNRNPUL1
SRSF7,HNRNPUL1
POLR2A,HNRNPUL1
POLR2H,HNRNPUL1
HNRNPM,HNRNPUL1
SF3A2,HNRNPUL1
SNRPB2,HNRNPUL1
DDX23,HNRNPUL1
GTF2F2,HNRNPUL1
POLR2F,HNRNPUL1
HNRNPH1,HNRNPUL1
SNRPD3,HNRNPUL1
PRPF4,HNRNPUL1
POLR2J,HNRNPUL1
POLR2I,HNRNPUL1
PCBP1,HNRNPUL1
SNU13,HNRNPUL1
SRSF11,HNRNPUL1
SF3A3,HNRNPUL1
SNRPF,HNRNPUL1
POLR2G,HNRNPUL1
HNRNPH2,HNRNPUL1
HNRNPA0,HNRNPUL1
SNRPD2,HNRNPUL1
SRRM1,HNRNPUL1
CPSF3,HNRNPUL1
PRPF6,HNRNPUL1
SNRNP70,HNRNPUL1
ALYREF,HNRNPUL1
TIA1,HNRNPUL1
HNRNPL,HNRNPUL1
CPSF1,HNRNPUL1
ENSG00000111987,HNRNPUL1
SNRPA1,HNRNPUL1
HNRNPC,HNRNPUL1
PAPOLA,HNRNPUL1
SF3B1,HNRNPUL1
NFX1,HNRNPUL1
EFTUD2,HNRNPUL1
CDC40,HNRNPUL1
CSTF2,HNRNPUL1
POLR2D,HNRNPUL1
SNRPB,HNRNPUL1
SF3B2,HNRNPUL1
SF3B3,HNRNPUL1
DHX9,HNRNPUL1
CSTF1,HNRNPUL1
HNRNPA2B1,HNRNPUL1
SNRPA,HNRNPUL1
PTBP1,HNRNPUL1
SRPK1,HNRNPUL1
POLR2L,HNRNPUL1
SNRPG,HNRNPUL1
POLR2E,HNRNPUL1
SNRPD1,HNRNPUL1
SRSF2,HNRNPUL1
CD2BP2,HNRNPUL1
SF3B4,HNRNPUL1
RBM5,HNRNPUL1
YBX1,HNRNPUL1
CPSF7,HNRNPUL1
SRSF3,HNRNPUL1
TAF12,TAF7L
POLR2B,TAF7L
MNAT1,TAF7L
POLR2C,TAF7L
GTF2H2C,TAF7L
CDK7,TAF7L
ENSG00000215719,TAF7L
POLR2A,TAF7L
GTF2F2,TAF7L
CCNH,TAF7L
POLR2J,TAF7L
POLR2I,TAF7L
POLR2G,TAF7L
GTF2H2,TAF7L
GTF2H3,TAF7L
TAF6,TAF7L
AK6,TAF7L
GTF2B,TAF7L
ERCC3,TAF7L
GTF2H1,TAF7L
TAF5,TAF7L
POLR2J3,TAF7L
TAF1,TAF7L
GTF2H4,TAF7L
ENSG00000215476,TAF7L
POLR2D,TAF7L
TBP,TAF7L
ERCC2,TAF7L
SF3B4,TAF7L
GTF2A2,TAF7L
AL590763.1,TAF7L
TAF2,TAF7L
HNRNPR,PABPN1
POLR2B,PABPN1
POLR2C,PABPN1
SRSF5,PABPN1
SRSF4,PABPN1
HNRNPU,PABPN1
HNRNPF,PABPN1
SNRNP200,PABPN1
SF3A1,PABPN1
HNRNPA1,PABPN1
HNRNPK,PABPN1
NCBP2,PABPN1
SRSF7,PABPN1
POLR2A,PABPN1
POLR2H,PABPN1
HNRNPM,PABPN1
SF3A2,PABPN1
SNRPB2,PABPN1
DDX23,PABPN1
GTF2F2,PABPN1
POLR2F,PABPN1
HNRNPH1,PABPN1
SNRPD3,PABPN1
PRPF4,PABPN1
POLR2J,PABPN1
POLR2I,PABPN1
PCBP1,PABPN1
SNU13,PABPN1
SRSF11,PABPN1
SF3A3,PABPN1
SNRPF,PABPN1
POLR2G,PABPN1
HNRNPH2,PABPN1
HNRNPA0,PABPN1
SNRPD2,PABPN1
SRRM1,PABPN1
CPSF3,PABPN1
PRPF6,PABPN1
SNRNP70,PABPN1
ALYREF,PABPN1
HNRNPL,PABPN1
CPSF1,PABPN1
ENSG00000111987,PABPN1
SNRPA1,PABPN1
HNRNPC,PABPN1
PAPOLA,PABPN1
SF3B1,PABPN1
NFX1,PABPN1
EFTUD2,PABPN1
CDC40,PABPN1
CSTF2,PABPN1
POLR2D,PABPN1
SNRPB,PABPN1
SF3B2,PABPN1
SF3B3,PABPN1
DHX9,PABPN1
CSTF1,PABPN1
HNRNPA2B1,PABPN1
SNRPA,PABPN1
PTBP1,PABPN1
POLR2L,PABPN1
SNRPG,PABPN1
POLR2E,PABPN1
SNRPD1,PABPN1
SRSF2,PABPN1
CD2BP2,PABPN1
SF3B4,PABPN1
RBM5,PABPN1
YBX1,PABPN1
CPSF7,PABPN1
SRSF3,PABPN1
HNRNPUL1,PABPN1
POLR2B,UBTF
MNAT1,UBTF
POLR2C,UBTF
CDK7,UBTF
POLR2A,UBTF
POLR2H,UBTF
HNRNPM,UBTF
POLR2F,UBTF
CCNH,UBTF
POLR2J,UBTF
POLR2I,UBTF
POLR2G,UBTF
GTF2H2,UBTF
GTF2H3,UBTF
ERCC3,UBTF
GTF2H1,UBTF
TAF1,UBTF
POLR2D,UBTF
PTBP1,UBTF
TTF1,UBTF
TBP,UBTF
POLR2L,UBTF
POLR2E,UBTF
SNRPD1,UBTF
ERCC2,UBTF
AL590763.1,UBTF
SRSF3,UBTF
TAF12,POLR2K
HNRNPR,POLR2K
POLR2B,POLR2K
MNAT1,POLR2K
POLR2C,POLR2K
SRSF5,POLR2K
SRSF4,POLR2K
HNRNPU,POLR2K
XAB2,POLR2K
HNRNPF,POLR2K
CDK7,POLR2K
SNRNP200,POLR2K
